"id","year","side_b","adm_1","longitude","latitude","event_clarity","date_prec","where_prec","date_start","date_end","deaths_a","deaths_b","deaths_civilians","deaths_unknown","best","x","y","event_duration","days_since_start","intertimes","id_nearest_pow","dist_nearest_pow","id_nearest_gov","dist_nearest_gov","id_nearest_chp","dist_nearest_chp","id_hebcal","days_from_nearest_heb_cal","days_from_nearest_heb_cal_signed","id_isl_cal","days_from_nearest_isl_cal","days_from_nearest_isl_cal_signed"
178318,1992,"Fatah","West Bank",35.300857,32.459433,1,1,1,"1992-07-22","1992-07-22",0,1,0,0,1,2424.65594165374,3779.19254832411,0,1108,8,866,0.149533610209801,245,1.12413165643011,101,28.2004893574199,121,17,-17,66,8,-8
178406,1992,"PFLP","Gaza Strip",34.303056,31.344444,1,1,1,"1992-07-27","1992-07-27",0,1,0,0,1,2352.00680475413,3633.98107740261,0,1113,5,945,0.679799311860279,250,3.1304699965599,166,25.6902863146402,121,12,-12,66,3,-3
178319,1992,"Fatah","Gaza Strip",34.293358,31.349291,1,1,1,"1992-08-02","1992-08-02",1,1,0,0,2,2350.95806793537,3634.3574938861,0,1119,6,1510,0.197504779930114,250,2.67090222095067,166,26.36260664991,121,6,-6,66,3,3
178399,1992,"Hamas","West Bank",35.514464,32.365897,1,1,2,"1992-08-04","1992-08-04",0,3,0,0,3,2447.39081298749,3772.66067402026,0,1121,2,1924,4.3068240159605,239,13.2057155396001,101,12.5346865081801,121,4,-4,66,5,5
178320,1992,"Fatah","West Bank",35.205,32.523889,1,1,1,"1992-08-15","1992-08-15",0,1,0,0,1,2413.96545565557,3784.6909234352,0,1132,11,90,1.79329272647965,28,3.33115453354958,110,39.8795777052901,122,6,6,67,13,-13
178321,1992,"Fatah","West Bank",35.300857,32.459433,1,2,1,"1992-08-25","1992-08-26",1,2,1,0,4,2424.65611361191,3779.19272028229,1,1142,10,866,0.149533610219805,245,1.1241316564201,101,28.2004893574299,122,16,16,67,3,-3
178396,1992,"Hamas","Jerusalem district",35.216667,31.783333,1,1,1,"1992-09-22","1992-09-22",1,0,0,0,1,2431.6074568209,3700.65462625693,0,1170,28,1144,0.168595837270004,134,6.97210162072997,20,5.26002531647009,123,5,-5,69,5,-5
178322,1992,"Fatah","West Bank",35.280881,32.409553,1,1,1,"1992-10-03","1992-10-03",0,2,0,0,2,2423.85306885573,3773.13563970883,0,1181,11,841,0.0616919552899162,244,7.04271245229984,101,22.9464535401498,126,3,-3,69,6,6
178315,1992,"Fatah","Gaza Strip",34.293358,31.349291,1,2,1,"1992-10-13","1992-10-14",0,1,0,0,1,2350.95764177405,3634.35706772479,1,1191,10,1510,0.198357102560294,250,2.67090222096022,166,26.3634589725402,130,0,0,70,13,-13
177961,1992,"Hamas","West Bank",35.093796,31.529349,1,1,1,"1992-10-25","1992-10-25",1,0,0,0,1,2425.21310027333,3669.42786453286,0,1203,12,228,0.27353279917952,360,0.818432111810125,102,1.82096974108981,136,6,6,70,1,-1
178400,1992,"Hamas","Gaza Strip",34.303056,31.344444,1,1,1,"1992-10-31","1992-10-31",0,1,0,0,1,2352.00427203623,3633.97854468471,0,1209,6,945,0.684864747660413,250,3.12540456075976,166,25.6953517504403,136,12,12,70,5,5
178407,1992,"PFLP","Gaza Strip",34.303056,31.344444,1,1,2,"1992-11-11","1992-11-11",0,1,0,0,1,2352.00531655421,3633.97958920269,0,1220,11,945,0.682775711700288,250,3.12749359671989,166,25.6932627144802,136,23,23,71,4,-4
178323,1992,"Fatah","West Bank",35.227656,32.508125,1,1,1,"1992-11-20","1992-11-20",0,1,0,0,1,2416.50001502754,3783.32793732812,0,1229,9,132,0.223397324679809,28,0.61430391706017,110,35.9820322262399,137,29,-29,72,4,-4
178324,1992,"Fatah","West Bank",35.203333,32.404444,1,1,1,"1992-11-21","1992-11-21",0,2,0,0,2,2416.48687219827,3771.0758448307,0,1230,1,1317,0.0752129057195816,21,0.473424018319747,110,23.7430825580905,137,28,-28,72,3,-3
178408,1992,"PFLP","Gaza Strip",34.303056,31.344444,1,1,2,"1992-12-05","1992-12-05",0,0,1,0,1,2352.00537533355,3633.97964798203,0,1244,14,945,0.682658153019929,250,3.12761115540025,166,25.6931451557998,137,14,-14,72,11,11
178401,1992,"Hamas","Southern district",34.497824,31.47319,1,1,1,"1992-12-07","1992-12-07",3,0,0,0,3,2368.30981675226,3652.10442011903,0,1246,2,1650,4.0893478851699,288,6.66523185350025,165,8.01918536909943,137,12,-12,72,13,13
178413,1992,"PIJ","West Bank",35.219781,32.359311,1,1,1,"1992-12-11","1992-12-11",1,1,0,0,2,2419.08602227205,3766.25566223808,0,1250,4,119,0.0449033410604898,23,0.0809612470698085,104,17.80476213477,137,8,-8,73,13,-13
178385,1992,"Hamas","West Bank",35.093796,31.529349,1,1,1,"1992-12-12","1992-12-12",1,0,0,0,1,2425.21468706656,3669.42945132609,0,1251,1,228,0.276706385639955,360,0.818432111810125,102,1.82096974108981,137,7,-7,73,12,-12
178414,1993,"Hamas","Jerusalem district",35.216667,31.783333,1,1,1,"1993-01-03","1993-01-03",1,0,0,0,1,2431.60536474482,3700.65253418084,0,1273,22,1144,0.168595837279554,134,6.97210162073952,20,5.26420946864027,144,8,8,73,10,10
178405,1993,"Hamas","West Bank",35.235272,32.486486,1,1,1,"1993-01-11","1993-01-11",0,0,0,0,0,2417.72158213793,3781.01315065691,0,1281,8,124,0.0566416740502973,242,0.45953268537005,104,32.6477346203201,144,16,16,74,9,-9
178415,1993,"Hamas","Central district",34.792222,31.788611,1,1,2,"1993-01-30","1993-01-30",2,0,0,0,2,2390.23702976924,3693.34023983872,0,1300,19,1940,11.0138408350499,302,8.29848122738986,36,36.5822140333798,144,35,35,75,7,7
178524,1993,"Fatah","Gaza Strip",34.402939,31.439531,1,1,1,"1993-02-05","1993-02-05",0,3,0,0,3,2359.76715404023,3646.5722095052,0,1306,6,1680,0.608453874169754,249,5.00135805565969,165,6.05568795676027,145,29,-29,75,13,13
178416,1993,"Hamas","Gaza Strip",34.45,31.516667,1,1,1,"1993-02-18","1993-02-18",0,1,0,0,1,2362.73620788119,3656.18597441454,0,1319,13,1663,0.573152460790425,247,0.755709031529477,165,6.52713079353953,145,16,-16,76,3,-3
176434,1993,"Hamas","West Bank",35.107486,32.370086,1,1,1,"1993-02-18","1993-02-18",0,1,0,0,1,2408.00792198389,3765.35026427076,0,1319,0,729,0.132406860449919,217,0.10534764662043,110,26.4964522125301,145,16,-16,76,3,-3
176524,1993,"Hamas","Gaza Strip",34.494541,31.53639,1,1,1,"1993-03-20","1993-03-20",1,0,0,0,1,2366.66047467416,3659.23197401291,0,1349,30,1182,0.528783189380192,248,2.81047105029029,33,5.09157724456009,146,13,13,77,3,-3
178417,1993,"Hamas","Gaza Strip",34.45,31.516667,1,1,1,"1993-03-24","1993-03-24",0,1,0,0,1,2362.7370680526,3656.18683458595,0,1353,4,1663,0.571432117970289,247,0.757429374349613,165,6.52885113635966,147,12,-12,78,0,0
176525,1993,"Hamas","Haifa district",34.916667,32.45,1,1,1,"1993-03-30","1993-03-30",2,0,0,0,2,2387.83252642319,3770.83765076576,0,1359,6,1968,1.5855043862498,286,10.36324008888,6,42.3854038458703,147,6,-6,78,6,6
178418,1993,"Hamas","West Bank",35.514464,32.365897,1,1,2,"1993-04-16","1993-04-16",0,1,1,0,2,2447.395137683,3772.66499871576,0,1376,17,1924,4.30682401595004,239,13.2143649306099,101,12.54333589919,154,4,4,79,6,-6
178419,1993,"Hamas","Gaza Strip",34.45,31.516667,1,1,1,"1993-04-20","1993-04-20",0,1,0,0,1,2362.7368957895,3656.18666232285,0,1380,4,1663,0.571776644169859,247,0.757084848150043,165,6.52850661016009,154,8,8,79,2,-2
178525,1993,"Fatah","Gaza Strip",34.402939,31.439531,1,1,1,"1993-05-03","1993-05-03",0,2,0,2,4,2359.76705318951,3646.57210865447,0,1393,13,1680,0.608252172719858,249,5.0011563542098,165,6.05588965821016,154,21,21,80,2,2
178526,1993,"Fatah","Gaza Strip",34.385375,31.421358,1,1,1,"1993-05-04","1993-05-04",0,1,0,1,2,2358.43367143884,3644.19095004994,0,1394,1,1364,0.128245386299568,249,2.39666516290981,166,9.05354698259998,155,21,-21,80,3,3
178420,1993,"Hamas","Southern district",34.422569,30.885983,1,1,2,"1993-05-08","1993-05-08",0,3,0,0,3,2373.17534452219,3583.95846242137,0,1398,4,935,61.02173769924,259,51.3956104209906,43,55.1692923053006,155,17,-17,80,7,7
178422,1993,"Hamas","West Bank",35.093796,31.529349,1,1,1,"1993-05-19","1993-05-19",0,2,0,0,2,2425.21394588988,3669.4287101494,0,1409,11,228,0.275224032269762,360,0.81843211182013,102,1.82096974107981,155,6,-6,81,2,-2
178527,1993,"PIJ","Gaza Strip",34.243439,31.296999,1,1,1,"1993-05-24","1993-05-24",0,1,0,0,1,2347.1684053955,3627.5284721692,0,1414,5,931,3.71678425498976,250,8.16053459547993,166,36.98129090668,155,1,-1,81,3,3
178423,1993,"Hamas","West Bank",35.093796,31.529349,1,1,1,"1993-05-28","1993-05-28",1,0,0,0,1,2425.21469679662,3669.42946105615,0,1418,4,228,0.276725845759756,360,0.818432111810125,102,1.82096974108981,156,2,2,82,3,-3
178424,1993,"Hamas","Gaza Strip",34.45,31.516667,1,1,1,"1993-05-30","1993-05-30",0,2,0,0,2,2362.73791874821,3656.18768528156,0,1420,2,1663,0.569730726750095,247,0.759130765569807,165,6.53055252757986,156,4,4,82,1,-1
177917,1993,"Hamas","Gaza Strip",34.293358,31.349291,1,1,2,"1993-06-27","1993-06-27",0,1,0,0,1,2350.95845840178,3634.35788435252,0,1448,28,1510,0.196723847100202,250,2.67090222096067,166,26.3618257170801,157,29,-29,83,7,7
177918,1993,"Hamas","Jerusalem district",35.216667,31.783333,1,1,1,"1993-07-01","1993-07-01",0,2,1,0,3,2431.60773566108,3700.6549050971,0,1452,4,1144,0.168595837280009,134,6.97210162073998,20,5.25946763612046,157,25,-25,83,11,11
178514,1993,"PFLP","Gaza Strip",34.251856,31.28537,1,1,1,"1993-07-08","1993-07-08",0,1,0,0,1,2348.23129189725,3626.35701606723,0,1459,7,931,2.1371531830705,250,8.26910419570049,166,37.0898605069005,157,18,-18,84,12,-12
177921,1993,"Hamas","West Bank",35.025,32.065278,1,1,1,"1993-08-06","1993-08-06",2,1,0,0,3,2406.78576757617,3729.13280285762,0,1488,29,726,0.141912106949803,183,0.159654627529562,132,4.42204313493039,158,10,10,85,12,-12
178425,1993,"Hamas","West Bank",35.027717,31.506792,1,1,2,"1993-09-02","1993-09-02",1,0,0,0,1,2419.25948987302,3665.62978280891,0,1515,27,1272,0.280076676829594,36,5.13187633117013,100,11.2634857000003,159,13,-13,86,4,4
176728,1993,"PFLP","Gaza Strip",34.251856,31.28537,1,1,1,"1993-09-12","1993-09-12",0,1,0,0,1,2348.23003774847,3626.35576191845,0,1525,10,931,2.13966148063037,250,8.27161249326036,166,37.0923688044604,159,3,-3,87,4,-4
178426,1993,"Hamas","Gaza Strip",34.45,31.516667,1,1,1,"1993-09-12","1993-09-12",3,0,0,0,3,2362.73664005042,3656.18640658377,0,1525,0,1663,0.572288122330065,247,0.756573369989837,165,6.52799513199989,159,3,-3,87,4,-4
176544,1993,"Hamas","Southern district",34.65,31.8,1,1,2,"1993-09-12","1993-09-12",0,1,0,0,1,2376.18221298532,3692.02775117268,0,1525,0,1967,2.50476143977994,311,9.72512973297034,34,37.2032751093798,159,3,-3,87,4,-4
178427,1993,"Hamas","Gaza Strip",34.402939,31.439531,1,1,1,"1993-10-02","1993-10-02",0,2,0,0,2,2359.76574968321,3646.57080514818,0,1545,20,1680,0.605645160129825,249,4.99854934161976,165,6.0584966708002,167,0,0,88,14,-14
178428,1993,"Hamas","West Bank",35.195547,31.902561,1,1,2,"1993-10-04","1993-10-04",0,1,0,0,1,2426.91774224353,3713.82817772529,0,1547,2,622,0.101340092309783,271,0.428356473500116,91,5.27720252517975,169,0,0,88,12,-12
178529,1993,"Fatah","Gaza Strip",34.45,31.516667,1,1,1,"1993-10-05","1993-10-05",0,1,0,0,1,2362.73705606103,3656.18682259438,0,1548,1,1663,0.571456101110016,247,0.757405391209886,165,6.52882715321994,170,0,0,88,11,-11
178429,1993,"Hamas","Gaza Strip",34.251856,31.28537,1,1,2,"1993-10-24","1993-10-24",2,0,0,0,2,2348.23040221213,3626.35612638211,0,1567,19,931,2.1389325533105,250,8.27088356594049,166,37.0916398771406,172,17,17,88,8,8
178430,1993,"Hamas","West Bank",34.950267,31.508583,1,1,1,"1993-11-08","1993-11-08",0,1,0,0,1,2411.66601201687,3664.39658490416,0,1582,15,257,0.360173700340056,105,0.307037619740186,100,20.0901614609002,173,30,-30,89,6,-6
178431,1993,"Hamas","Gaza Strip",34.45,31.516667,1,1,1,"1993-11-24","1993-11-24",0,1,0,0,1,2362.73651160772,3656.18627814107,0,1598,16,1663,0.572545007730241,247,0.756316484589661,165,6.52773824659971,173,14,-14,90,9,9
178432,1993,"Hamas","Jerusalem district",35.216667,31.783333,1,1,1,"1993-11-26","1993-11-26",0,1,0,0,1,2431.60636071256,3700.65353014859,0,1600,2,1144,0.168595837270004,134,6.97210162072997,20,5.26221753314985,173,12,-12,90,11,11
178530,1993,"Fatah","Gaza Strip",34.303056,31.344444,1,1,1,"1993-11-28","1993-11-28",0,1,0,1,2,2352.00446114135,3633.97873378983,0,1602,2,945,0.684486537420071,250,3.1257827710001,166,25.6949735402,173,10,-10,90,13,13
178533,1993,"PIJ","Tel Aviv district",34.766667,32.016667,1,1,1,"1993-12-03","1993-12-03",0,1,1,0,2,2382.8266501579,3718.79890738405,0,1607,5,1132,1.01784208723984,281,7.73031088143989,132,29.8709697569097,173,5,-5,91,10,-10
178534,1993,"PIJ","Gaza Strip",34.251856,31.28537,1,1,1,"1993-12-13","1993-12-13",0,1,0,0,1,2348.22814587381,3626.35387004379,0,1617,10,931,2.14344522995043,250,8.27539624258043,166,37.0961525537805,178,0,0,91,0,0
178518,1993,"PFLP","Gaza Strip",34.251856,31.28537,1,1,1,"1993-12-13","1993-12-13",0,1,0,0,1,2348.22831177103,3626.35403594101,0,1617,0,931,2.14311343551026,250,8.27506444814026,166,37.0958207593403,178,0,0,91,0,0
178535,1993,"PIJ","Gaza Strip",34.45,31.516667,1,1,2,"1993-12-13","1993-12-13",0,1,0,0,1,2362.73899309939,3656.18875963274,0,1617,0,1663,0.567582024390049,247,0.761279467929853,165,6.5327012299399,178,0,0,91,0,0
176545,1993,"Hamas","Gaza Strip",34.45,31.516667,1,1,1,"1993-12-14","1993-12-14",0,1,0,0,1,2362.73708678135,3656.1868533147,0,1618,1,1663,0.571394660470105,247,0.757466831849797,165,6.52888859385985,179,0,0,91,1,1
